name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
RHEA LST,-,Liquid Staking,Near,16940031.62148641,2.015869078125803,-23.995723940266657,0.0
Meta Pool ETH,MPDAO,Liquid Staking,Ethereum,16653577.98502249,3.564704142176268,-7.4085756374410465,0.0
PancakeSwap StableSwap,CAKE,Dexs,"Binance, Arbitrum, Ethereum",16643892.888640389,0.06440941610115658,-0.3210151257186027,0.0
Jito Restaking,JTO,Restaking,Solana,16627350.588220736,9.4670002360766,5.820171762708284,0.0
Bedrock uniETH,BR,Liquid Restaking,Ethereum,16594277.555120746,2.9367868311993846,-7.746677340236161,0.0
Gearbox,GEAR,Lending,"Ethereum, Etherlink, Monad, Somnia, Plasma, Arbitrum, Hemi, Optimism, Lisk, Sonic, Binance",16565875.851928446,0.9800140923661473,-9.206309963819507,0.0
Sceptre Liquid,-,Liquid Staking,Flare,16403843.166787235,0.7841925288177833,-7.6282145420513245,0.0
CatFee Staking Vault,-,Staking Pool,Tron,16327185.591822416,-0.53311785391233,-0.5475265703661449,0.0
Volo LST,NAVX,Liquid Staking,Sui,16265535.532778064,6.189041452779364,3.742959744772591,0.0
Royco V1,-,Yield,"Berachain, Arbitrum, Ethereum, Sonic, Plume Mainnet, Base, Hyperliquid L1, Corn",16237401.166789949,-3.605915445073464,-5.579398930903224,0.0
Adrastea Validator,-,Staking Pool,Solana,16225673.966910468,4.148502870701549,-0.9879675785201698,0.0
3Jane Lending,-,Uncollateralized Lending,Ethereum,16204505.323555782,18.41084211679633,41.58260308040161,0.0
Hylo Protocol,-,Dual-Token Stablecoin,Solana,15940671.48254566,9.21814319358954,-2.6164265788157195,0.0
Bancor V3,BNT,Dexs,Ethereum,15923632.884548908,1.24508518906255,-3.2501893552528003,0.0
Steer Protocol,-,Liquidity Manager,"Flare, Katana, Base, Binance, Ethereum, Polygon, Linea, Nibiru, Manta, Avalanche, Arbitrum, Metis, Mode, Hyperliquid L1, Sonic, Zircuit, Kava, Sei, Optimism, Bittensor EVM, Celo, Astar, Scroll, RSK, Berachain, Blast, X Layer, Telos, Mantle, Polygon zkEVM, Filecoin, Fantom, zkLink, Unichain, Moonbeam, Hemi, ApeChain, ZetaChain, Taiko, Saga, ThunderCore, Ronin, Soneium",15724224.550815642,1.7006542299190954,-4.946017602534937,0.0
DxSale,DX,Launchpad,"Binance, Ethereum, Base, Arbitrum, Polygon, Avalanche, Kucoin, Pulse, Omax, CORE, Fantom, zkSync Era, Cronos, Dogechain, Harmony, Milkomeda, Celo, xDai, Moonriver, smartBCH, Dexit, OKExChain",15706975.800633958,1.2319497408984859,-10.115038287194622,0.0
Sovryn Zero,SOV,CDP,RSK,15690908.4790143,2.033407473386447,-5.590405764408885,0.0
STRATO,-,CDP,Strato,15664570.817247389,1.2938990352487423,-1.8807742104041836,0.0
Proxy,PRXY,Bridge,"Polygon, Ethereum",15617793.146792104,0.16624491441154987,-5.753324895523804,0.0
Astar dApps Staking,ASTR,Chain,Astar,15543445.76839579,0.8804014280077439,-2.36402436770355,0.0
BitMart,BMX,CEX,"Binance, Bitcoin, Solana, Ethereum, Starknet",15524563.301250972,11.413132750087286,30.869980203721042,0.0
Aevo Perps,AEVO,Derivatives,"Ethereum, Arbitrum, Base, Optimism",15176019.87561437,1.6410821222718255,-2.0800391764142034,0.0
Stobox,STBU,RWA,"Arbitrum, Binance, Polygon",15122059,0,0,0.0
Api3,API3,Risk Curators,Ethereum,15091741.013493374,-1.2143716631095742,-10.255535421018465,0.0
StakeStone STONE,-,Liquid Staking,Ethereum,14936187.535757536,3.509322363019379,-7.653953066645229,0.0
Gains Network,GNS,Derivatives,"Arbitrum, Base, Polygon, MegaETH, ApeChain",14904517.64578727,0.7851716460923797,7.37397825604593,0.0
Bifrost Liquid Staking,BNC,Liquid Staking,"Bifrost, Manta, Ethereum, Astar",14850824.036593681,0.6531448131835305,-10.762544110964782,0.0
Saphyre V3,DRG,Dexs,Sei,14772047.093901454,-4.773110572807752,-1.939306387585944,0.0
Orbit Bridge,ORC,Bridge,"Silicon zkEVM, Ripple, Binance, WEMIX, Klaytn, Ethereum, TON, Polygon, Celo, Heco, Meta",14747547.75759848,2.2915789523857484,-4.268184474872385,0.0
SparkDEX V4,SPRK,Dexs,Flare,14734507.22266808,2.4469190643352334,-8.492941958966057,0.0
Manifest Trade,-,Dexs,Solana,14590757.096316818,0.9095330615894284,-11.006173644504784,0.0
PulseX V2,PLSX,Dexs,Pulse,14538950.036974033,0.7008837345714198,-7.761588619650581,0.0
Avant avETH,-,Onchain Capital Allocator,Ethereum,14494499.39094706,5.055307518846149,4.914660620198234,0.0
Serum,SRM,Dexs,Solana,14454574.21744371,1.097738015326783,-0.5370806478668584,0.0
DeepBook V3,DEEP,Dexs,Sui,14411436.969531056,2.083524506692541,21.660102443222385,0.0
Republic Note,NOTE,RWA,Avalanche,14199213.78939709,0,,0.0
Mezo Bridge,MEZO,Bridge,Ethereum,14132942.097733445,1.3566074986252659,-10.821009250649212,0.0
StackingDAO,-,Liquid Staking,Stacks,14122027.156349499,4.384270670206419,-5.905994837592971,0.0
Bonzo Lend,BONZO,Lending,Hedera,14109434.688335266,-0.16391272421827807,-5.267518224380737,0.0
Osmosis DEX,OSMO,Dexs,Osmosis,14068467.288725724,-0.18960241723073068,-9.008945265760971,0.0
DeFindex,-,Yield Aggregator,Stellar,14051930.368560586,3.2140403700022375,28.846884890971722,0.0
Hylo LSTs,-,Liquid Staking,Solana,14044934.443664184,8.263198042663205,5.022026230988217,0.0
Liqwid,LQ,Lending,Cardano,13961032.928785408,1.433342649709985,-2.625742550987894,0.0
Estate Protocol,-,RWA,Arbitrum,13949556.559584321,0.010802292075169362,-0.003509133897978245,0.0
BEND,-,Lending,Berachain,13710333.389917348,-0.2543159385757008,35.15362186169554,0.0
Stellar DEX,-,Dexs,Stellar,13626450.768932747,0.8750249399103609,-12.363459122553664,0.0
Vesu,-,Lending,Starknet,13555334.302580347,1.1069850840227673,-8.13442407127279,0.0
Resolv,RESOLV,Basis Trading,Ethereum,13473134.67264716,-0.071181035179535,-2.2126962990693784,0.0
Scallop Lend,SCA,Lending,Sui,13457865.855473178,1.4828099826000596,-7.360852189117821,0.0
3F,-,RWA Lending,Ethereum,13141723.43145457,4.704324122397324,8.683637356335154,0.0
pNetwork,PNT,Bridge,"Binance, Ethereum, Ultra, Algorand, Arbitrum, Polygon, EOS, Telos, xDai",13099805.903342,,,0.0
Dano Finance,-,Dexs,Cardano,13058380.553869657,3.920685488245425,-1.973342556261315,0.0
Morph Bridge,-,Bridge,Ethereum,12960072.753081681,1.9729570003089663,-5.424910190122233,0.0
Volo Vault,NAVX,Risk Curators,Sui,12951969.114826702,0.6922995447778817,-6.114146517052816,0.0
FstSwap,-,Dexs,Binance,12898037.731857058,-0.19743729575664304,1.6890899321339958,0.0
Neutral Trade,-,Onchain Capital Allocator,Solana,12885440.743023604,-2.16838064449918,-8.142292338940763,0.0
Velodrome V2,VELO,Dexs,"Optimism, Ink, Fraxtal, BOB, Mode, Soneium, Lisk, Superseed, Celo, Unichain, Swellchain",12852447.844025144,7.426829800039528,6.745244257610736,0.0
Goose,-,CeDeFi,"Binance, Op_Bnb, Arbitrum, Ethereum",12790670.824614983,0.011434762179334257,-0.06145217698926331,0.0
cBridge,CELR,Bridge,"Ethereum, Binance, Polygon, Arbitrum, Optimism, Avalanche, zkSync Era, Aurora, Linea, Boba, Scroll, Polygon zkEVM, OKExChain, Metis, Fantom, xDai, Celo, Heco, Milkomeda, CLV, Conflux, Harmony, Oasis, REI, Moonbeam, Astar, Moonriver, Syscoin, Shiden",12704185.535542674,0.10169079939747405,-3.8048366620985945,0.0
cSigma Finance,SIGMA,RWA Lending,"Arbitrum, Ethereum, Hedera, Base",12657727.177744525,0.0003263092095835418,-0.00044506730809246164,0.0
Qearn,-,Staking Pool,Qubic,12653876.115783066,2.5454702201629402,-16.110614293433514,0.0
Yield Yak Aggregator,YAK,Yield Aggregator,"Avalanche, Arbitrum, Mantle",12653324.79674431,3.3524956646672166,1.0440609992537588,0.0
Byreal,-,Dexs,Solana,12602955.242395539,3.4420503244566873,6.0594716821240695,0.0
HashKey Global,-,CEX,"Ethereum, Tron, Solana, Bitcoin, Binance, Arbitrum, TON, Scroll, Avalanche, Optimism, Litecoin, Polygon",12592693.931943133,2.9194473653894875,-3.752718699451293,0.0
Bitlo,-,CEX,"Ethereum, Bitcoin, Ripple, Solana, Tron, Doge, Sui, Cardano, Algorand, Near, Polkadot, Aptos",12591350.74068976,2.794301883421909,-6.674712636551263,0.0
Futarchy AMM,META,Dexs,Solana,12427985.212567542,0.7294182228996249,-3.3534754449596704,0.0
Hyperbeat LST,-,Liquid Staking,Hyperliquid L1,12322570.833653934,2.0924237643181556,-6.5220422735880845,0.0
Granite,-,Lending,Stacks,12270332.991368897,1.7093993190601537,-3.3152786302947987,0.0
Echelon Market,ELON,Lending,"Aptos, Echelon Chain",12256757.721100455,-0.844364534547708,-5.671941579871671,0.0
Blur Bids,BLUR,NFT Marketplace,"Ethereum, Blast",12200123.666613441,2.3770682464527795,-9.506177855253071,0.0
GETH,GETH,Liquid Staking,Ethereum,12123499.219717989,3.564704142176282,-7.4066644820704255,0.0
AlphaFi Agg,ALPHA,Yield Aggregator,Sui,11796048.267652728,6.4610757108794985,0.5933263293383106,0.0
Paimon,-,RWA,Binance,11737491.185226662,-0.06335058277150551,-0.03907623034615426,0.0
MorpheusAI,MOR,AI Agents,"Ethereum, Arbitrum, Base",11623542.219416473,3.6659373486727986,-7.256153162811316,0.0
Bucket CDP,-,CDP,Sui,11474737.91282003,4.247884180674788,-2.1217305932681256,0.0
Summer.fi Pro,SUMR,CDP Manager,"Ethereum, Arbitrum, Optimism, Base",11447080.597273523,3.002279267938121,-9.741847980491997,0.0
BounceBit Prime,-,Basis Trading,"Binance, Ethereum",11436639.755502956,0.007820164104543892,-4.262196808230286,0.0
Reya Perps,-,Derivatives,Reya Network,11415917.284403222,-0.16253457979627228,-2.74650349074912,0.0
Mento V2,MENTO,Algo-Stables,"Ethereum, Celo, Monad, Bitcoin",11296807.185633997,-0.1998520019811849,-4.250500330445377,0.0
Harvest Finance,FARM,Yield Aggregator,"Base, Ethereum, Arbitrum, Polygon, zkSync Era",11181878.081726598,1.3322086628668899,-3.1928052030191907,0.0
Synapse,SYN,Cross Chain Bridge,"Ethereum, Canto, Avalanche, Blast, Arbitrum, Binance, Polygon, Optimism, Aurora, Boba, Base, Fantom, Metis, Klaytn, Moonriver, Terra, Cronos, Harmony, Moonbeam",11152660.877454886,0.6519188785764811,-1.9086741659748867,0.0
SuperEarn,-,Yield,Klaytn,11119017.896042222,0.1927529183690666,0.35123020130380667,0.0
TxFlow Bridge,-,Bridge,Arbitrum,11072367.377118655,1.5503574245954326,46.22160294266399,0.0
DODO AMM,DODO,Dexs,"Binance, Ethereum, Avalanche, Polygon, Arbitrum, Base, Aurora, Manta, Zircuit, Scroll, Linea, Optimism, Hemi, HashKey Chain, Mantle",11039437.81702932,1.5986546638615096,-0.16331125393082857,0.0
Injective Bridge,INJ,Bridge,Ethereum,10910326.64925369,0.2642863278919947,-10.07241913664663,0.0
Kasu,-,RWA Lending,"Base, XDC, Plume Mainnet",10872361.278883357,2.4755733799186572,2.731288035630314,0.0
Belt Finance,BELT,Yield,"Binance, Klaytn, Heco",10872193.003247524,1.6686495940637656,-2.8766969906169777,0.0
Alpaca Finance 2.0,ALPACA,Lending,Binance,10851055.790561583,1.1757608940102813,-3.847495582011362,0.0
Hubra Staked SOL,-,Liquid Staking,Solana,10832811.34697955,20.254119794919603,44.87754878248717,0.0
Pando Leaf,-,CDP,Mixin,10745017.044141129,1.2771028088747443,-5.038468141577027,0.0
Fragmetric,FRAG,Liquid Restaking,Solana,10716174.60147786,22.22888672855656,15.503047503442275,0.0
EVAA Protocol,-,Lending,TON,10697662.795739902,-0.6226327419806381,-1.5666206550413193,0.0
LBank,-,CEX,"Bitcoin, Ethereum",10676292.82041918,2.095608336103467,22.362173974883447,0.0
Cronos zkEVM Bridge,ZKCRO,Canonical Bridge,Ethereum,10585317.269543378,2.0887201360904726,-44.5288025849426,0.0
ACryptoS,ACS,Liquidity Manager,"Binance, Arbitrum, Avalanche, Base, Moonbeam, Moonriver, Astar, Linea, Ethereum, Optimism, Cronos, xDai, Polygon, Fantom, Kava, Canto, Harmony",10549563.515056396,0.010547429649349738,-0.05428986145450665,0.0
HyperSwap V3,SWAP,Dexs,Hyperliquid L1,10538279.067711188,-0.2882467239928701,-13.84434830554359,0.0
Kava Mint,-,CDP,Kava,10508541.430811007,2.4799661408219578,-6.298718258794139,0.0
LeveX,-,CEX,"Ethereum, Binance, Solana, Bitcoin, Arbitrum, Base, Polygon, TON, Avalanche, Optimism",10487726.712716183,0.8114355976215393,-2.124528023938012,0.0
Solayer Restaking,LAYER,Restaking,Solana,10472331.416194819,7.869228588574444,2.896076037371742,0.0
Joe DEX,JOE,Dexs,"Avalanche, Monad, Arbitrum, Binance",10459797.790660365,4.496305087508219,3.004342432178774,0.0
Silo V2,SILO,Lending,"Avalanche, Ethereum, Sonic, Arbitrum",10432849.282001942,-0.08551650970781566,12.837337195895799,0.0
YieldFi,-,Yield Aggregator,"Ethereum, Base, Arbitrum, Plume Mainnet, Sonic, Binance, Optimism, Plasma, Katana, Avalanche, TAC, Saga, Linea",10362675.534248443,0.35984884966624975,-4.350558297722557,0.0
Anvil,ANVL,Collateral Management,Ethereum,10356023.09165652,0.9636186770391646,-8.763905442435586,0.0
UltraYield Vaults,-,Onchain Capital Allocator,Ethereum,10349504.326750906,1.5060693367052096,-3.0804902308333055,0.0
ProBit Global,PROB,CEX,"Bitcoin, Binance, Tron, Ethereum, Ripple, Solana, Polygon, Fantom",10332238.91662229,1.7168282311277068,-3.1006031985789235,0.0
Fulcrom Perps,FUL,Derivatives,"Cronos, zkSync Era, Cronos zkEVM",10280195.073131412,-0.2482811793362174,-6.086131756152923,0.0
hemiBTC,HEMI,Bridge,Bitcoin,10195618.226316987,2.650000137289396,-5.085052394087043,0.0
SX Rollup Bridge,-,Canonical Bridge,Ethereum,10150784.501781937,6.000376082861479,7.968185282990149,0.0
Maya Protocol,CACAO,Cross Chain Bridge,"Mayachain, Bitcoin, Zcash, Ethereum, Thorchain, Arbitrum, Dash, Kujira, Radix",10115267.198400067,1.9962441053571638,-5.789775859813801,0.0
Overnight Finance,OVN,CDP,"Blast, Base, Arbitrum, Linea, Sonic, Polygon, zkSync Era, Optimism, Binance",9994378.603692373,1.1279739724514855,-0.36513527525758604,0.0
Astroport,ASTRO,Dexs,"Neutron, Terra2, Injective, Osmosis, Sei",9993119.63679809,1.697436907136506,-0.3842766402096629,0.0
Current,-,Lending,Sui,9946458.597489346,1.5814281859928485,-4.969039181876852,0.0
Exponent V2,-,Interest Rate Derivatives,Solana,9944290.257285448,5.755686514849884,-10.117286408814365,0.0
Bonk Staked SOL,-,Liquid Staking,Solana,9943901.90335507,8.103641125147504,3.131095509239472,0.0
Joe V2.2,JOE,Dexs,"Avalanche, Monad, Arbitrum",9941575.389314968,0.9628745138635821,-5.981622463820642,0.0
Pharaoh DLMM,PHAR,Dexs,Avalanche,9917737.748390857,9.488713341241834,11.595478596119762,0.0
Arbitrum Nova Bridge,ARB,Canonical Bridge,Ethereum,9845353.539073538,3.3968021961134696,-7.239714544731413,0.0
Chainge Finance,CHNG,Dexs,"Rollux, Fusion",9779429.466053197,0.899469711947603,-4.983363097741247,0.0
ICHI,ICHI,Liquidity Manager,"Hedera, Base, Celo, Binance, Ethereum, Sonic, Flare, Polygon, Linea, Nibiru, Arbitrum, Mantle, Scroll, Blast, Op_Bnb, zkSync Era, Zircuit, Fantom, Kava, Taiko, Polygon zkEVM, Mode, RSK, Hemi, Fuse, Horizen EON, Evmos",9691599.634933742,1.1082589158771157,-7.0025685507389,0.0
Equilibria,EQB,Yield,"Ethereum, Binance, Arbitrum, Base, Sonic, Mantle, Hyperliquid L1, Plasma, Berachain, Optimism",9623125.62334646,3.694756916009652,-8.896848817535755,0.0
Kava Lend,HARD,Lending,Kava,9586916.420367172,2.9597630944769833,-6.628526638691596,0.0
TermFinance Vaults,-,Yield,"Ethereum, Binance, Avalanche, Plasma, Arbitrum, Base",9583440.903263269,1.7912937346242046,-4.920048779902572,0.0
Coinsquare,-,CEX,"Solana, Cardano, Ethereum, Cosmos, Ripple, Avalanche, Bitcoin, Doge, Litecoin",9556101.564443715,8.110138028019051,1.0371080918924633,0.0
Piku,PIKU,Yield,Ethereum,9538777.161831789,-3.7494978123483804,-47.97360598833548,0.0
Antarctic,-,Derivatives,Arbitrum,9530177.549698777,-0.302137106450175,-0.8268142973946908,0.0
Boros,-,Interest Rate Derivatives,Arbitrum,9452155.798087193,0.7357035533735967,-2.609669882022388,0.0
zkLink Nova,-,Chain,"Ethereum, Linea, Arbitrum, Manta, zkSync Era, Mantle, Base, Optimism, Blast, Merlin, Tron",9420083.313490016,1.702253933903421,-8.560572255772243,0.0
Odyssey Finance,-,Yield Aggregator,"Ethereum, Plasma, Base, Optimism",9382671.550595757,0.3924574459729797,-1.1775924587028612,0.0
Stargate V1,STG,Cross Chain Bridge,"Mantle, Ethereum, Arbitrum, Avalanche, Binance, Fantom, Polygon, Optimism, Linea, Base, Metis, Kava, Goerli",9341200.728465667,1.1593441716020862,-1.2924017249453783,0.0
Frax Swap,FRAX,Dexs,"Ethereum, Fraxtal, Binance, Avalanche, Polygon, Optimism, Dogechain, Arbitrum, Moonbeam, Fantom",9241450.51755594,1.4243956180927313,-3.285215148411467,0.0
BTCFi CDP,-,CDP,"Bitcoin, Bifrost Network, Base, CORE",9221085.463495322,2.7464419154923405,-5.156860039770493,0.0
FlokiFi Locker,FLOKI,Token Locker,"Binance, Ethereum, Base, Cronos, Arbitrum, Optimism, Dogechain, Avalanche, Fantom, Polygon, Kucoin, Op_Bnb, Evmos, Blast, OKExChain",9218123.395446857,3.0064104021525537,-5.107702187527579,0.0
Meld Gold,-,RWA,Algorand,9205504.56221736,3.3547170200731102,-4.823732137323319,0.0
Set Protocol,-,Indexes,Ethereum,9166560.93009134,3.963018087261119,-3.415349842058248,0.0
Chainflip AMM,FLIP,Dexs,"Chainflip, Ethereum",9146490.950185379,-4.142275602696486,-2.509386098860986,0.0
Looped Hype,LHYPE,Yield,Hyperliquid L1,9114306.799908366,1.9558719267444928,-7.151025473081262,0.0
GrowiHF,-,Yield,"Hyperliquid L1, Hibachi",9090818.100285597,3.3883359755083546,0.9939849897751856,0.0
Fuel Bridge,FUEL,Bridge,Ethereum,9056185.04369204,1.1920113149734846,-4.628821884275482,0.0
SparkDEX V3.1,SPRK,Dexs,Flare,9051122.038775418,0.28589599630942075,-3.4216547306023415,0.0
SaucerSwap V1,SAUCE,Dexs,Hedera,9048511.422768261,-2.2330005519501412,-11.750411504809335,0.0
Index Coop,INDEX,Indexes,"Ethereum, Base, Arbitrum",8993967.949198244,3.79489423301942,-6.345172548042584,0.0
Kumbaya,-,Dexs,MegaETH,8963431.600802736,1.2745851309863099,-4.353761335888507,0.0
World Markets Spot,-,Dexs,MegaETH,8960209.613894254,0.33138108377445974,-1.7861763542974387,0.0
MegaETH Bridge,-,Canonical Bridge,Ethereum,8901111.838639982,3.5650477707717556,-7.203306560884329,0.0
Hyperion,-,Dexs,Aptos,8886037.57714109,-1.3048511072853302,-18.89310571280646,0.0
Symbiosis,SIS,Cross Chain Bridge,"Tron, Ethereum, Bitcoin, TON, Binance, Polygon, Arbitrum, Base, Hyperliquid L1, zkSync Era, Boba, RSK, Merlin, Cronos, Katana, BSquared, xDai, Avalanche, Mantle, Manta, Cronos zkEVM, Linea, Scroll, Sei, Optimism, Plasma, Metis, Tempo, Abstract, Gravity, Berachain, Op_Bnb, Unichain, Sonic, Monad, Blast, Soneium, Arbitrum Nova, Polygon zkEVM, Mode, Fraxtal, ApeChain, ZetaChain, Kava, Morph, zkLink, Goat, CORE, Aurora, Boba_Avax, Citrea, Taiko, Bahamut, Telos",8879963.160744613,-1.337179587876193,-5.497509806231832,0.0
Kyros,-,Liquid Restaking,Solana,8828949.10292801,9.558923578964567,5.837227490845805,0.0
Capyfi,-,Lending,"Ethereum, LaChain Network, World Chain",8815229.770549778,1.6791387971951224,3.768311944125344,0.0
Taiko Bridge,TAIKO,Canonical Bridge,Ethereum,8682552.057959544,5.007287695695624,-29.904681745603966,0.0
Mole,MOLE,Yield,"Sui, Aptos",8678407.69288173,-0.5595067319959668,-2.9321138409781042,0.0
Binaryx Platform,-,RWA,Polygon,8672609.67875295,0.007749151387258735,0.08847103573823745,0.0
Sovryn Dex,SOV,Dexs,"RSK, BOB",8502497.738259891,0.7209994505275859,-4.658761255082695,0.0
Plasma One,-,Crypto Card Issuer,Plasma,8497755.165454093,-1.7099483775520525,0.38033019629905596,0.0
HypurrFi Pooled,-,Lending,Hyperliquid L1,8424972.930198403,2.34393291399779,-7.500597661080548,0.0
Stellar AMM,-,Dexs,Stellar,8290663.617565056,0.9401424288657978,-10.959998288657019,0.0
Hegic,HEGIC,Options,"Arbitrum, Ethereum",8260981.933358673,0.9405033604078312,-3.962433186733037,0.0
Loopring,LRC,Dexs,"Ethereum, Taiko, Base",8230799.0887040645,3.0925927792743124,-5.80937434780185,0.0
Juicebox V1,JBX,Launchpad,Ethereum,8157887.260569545,3.564704142176282,-7.132288315882278,0.0
ApeSwap AMM,ABOND,Dexs,"Binance, Polygon, Arbitrum, Telos, Ethereum",8139472.929563737,1.2474515069001058,-3.898832105391776,0.0
MUX Perps,MCB,Derivatives,"Arbitrum, Avalanche, Binance, Optimism, Fantom",8110352.903470932,2.2913735377130706,-3.7307788407012055,0.0
Bitbond Lockers,-,Token Locker,"Base, Binance, Ethereum, Arbitrum, Avalanche, Optimism, Polygon",8066285.451165374,2.6082044201644123,-5.588389972384803,0.0
HawkFi,HAWK,Liquidity Manager,Solana,8059794.380289676,,,0.0
MetalX Swap,-,Dexs,Proton,8032199.669947372,0.23372544162680242,-5.692276373246159,0.0
Hydro LST,HDRO,Liquid Staking,Injective,8006730.732513681,15.932850292498088,-3.545880357863325,0.0
CEX.IO,-,CEX,"Ethereum, Ripple, Tron, Solana, Binance, Polygon, Sui, Stellar, Cosmos, Litecoin, Cardano, Polkadot, Bitcoin",7988230.0446804175,-0.45167678600600425,0.5499402032205865,0.0
VenomStake,-,Liquid Staking,Venom,7984279.269755197,-2.1179024920467526,-7.550152333086658,0.0
SyncSwap,-,Dexs,"zkSync Era, Linea, Scroll, Sophon",7972833.807637589,0.8491491544297958,-4.622308631033206,0.0
Anzen V2,ANZ,RWA,"Base, Ethereum, Manta, Arbitrum, Blast",7947752.85338552,0.01658536858830928,-0.02478933002723238,0.0
TONCO,-,Dexs,TON,7932375.764535921,0.017567590740540595,0.8510434508575315,0.0
ShMonad,-,Liquid Staking,Monad,7929001.488163146,4.004886785602864,1.4834826587852206,0.0
